Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self               self     total           
 time   seconds   seconds     calls   s/call   s/call  name    
[380]    0.0    0.00    0.00    3542         __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > > std::move_backward<__gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > > >(__gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >) [380]
                0.00    0.00    7084/7084        __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > > std::__miter_base<__gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > > >(__gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >) [300]
-----------------------------------------------
                0.00    0.00    3542/3542        __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > > std::__copy_move_backward_a<true, __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > > >(__gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >) [118]
[381]    0.0    0.00    0.00    3542         wordScore* std::__copy_move_backward_a1<true, wordScore*, wordScore*>(wordScore*, wordScore*, wordScore*) [381]
-----------------------------------------------
                0.00    0.00    3542/3542        __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > > std::__copy_move_backward_a<true, __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > > >(__gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >) [118]
[382]    0.0    0.00    0.00    3542         wordScore* std::__copy_move_backward_a2<true, wordScore*, wordScore*>(wordScore*, wordScore*, wordScore*) [382]
-----------------------------------------------
                0.00    0.00      44/44          tile* std::copy<tile*, tile*>(tile*, tile*, tile*) [386]
[383]    0.0    0.00    0.00      44         tile* std::__miter_base<tile*>(tile*) [383]
-----------------------------------------------
                0.00    0.00      22/22          tile* std::__copy_move_a<false, tile*, tile*>(tile*, tile*, tile*) [164]
[384]    0.0    0.00    0.00      22         tile* std::__copy_move_a1<false, tile*, tile*>(tile*, tile*, tile*) [384]
-----------------------------------------------
                0.00    0.00      22/22          tile* std::__copy_move_a<false, tile*, tile*>(tile*, tile*, tile*) [164]
[385]    0.0    0.00    0.00      22         tile* std::__copy_move_a2<false, tile*, tile*>(tile*, tile*, tile*) [385]
-----------------------------------------------
                0.00    0.00      22/22          std::vector<tile, std::allocator<tile> >::operator=(std::vector<tile, std::allocator<tile> > const&) [113]
[386]    0.0    0.00    0.00      22         tile* std::copy<tile*, tile*>(tile*, tile*, tile*) [386]
                0.00    0.00      44/44          tile* std::__miter_base<tile*>(tile*) [383]
-----------------------------------------------
                0.00    0.00      11/11          std::vector<tile, std::allocator<tile> >::operator=(std::vector<tile, std::allocator<tile> > const&) [113]
[387]    0.0    0.00    0.00      11         tile* std::__uninitialized_copy<true>::__uninit_copy<tile*, tile*>(tile*, tile*, tile*) [387]
-----------------------------------------------
                0.00    0.00      11/11          std::vector<tile, std::allocator<tile> >::operator=(std::vector<tile, std::allocator<tile> > const&) [113]
[388]    0.0    0.00    0.00      11         tile* std::uninitialized_copy<tile*, tile*>(tile*, tile*, tile*) [388]
-----------------------------------------------
                0.00    0.00      11/11          std::vector<tile, std::allocator<tile> >::operator=(std::vector<tile, std::allocator<tile> > const&) [113]
[389]    0.0    0.00    0.00      11         tile* std::__uninitialized_copy_a<tile*, tile*, tile>(tile*, tile*, tile*, std::allocator<tile>&) [389]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<tile, std::allocator<tile> >::vector(std::initializer_list<tile>, std::allocator<tile> const&) [165]
                0.00    0.00       1/2           std::initializer_list<tile>::end() const [394]
[390]    0.0    0.00    0.00       2         std::initializer_list<tile>::begin() const [390]
-----------------------------------------------
                0.00    0.00       2/2           wordScore::_print_word_score() [163]
[391]    0.0    0.00    0.00       2         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(unsigned long, char, std::allocator<char> const&) [391]
-----------------------------------------------
                0.00    0.00       2/2           tile* std::copy<tile const*, tile*>(tile const*, tile const*, tile*) [400]
[392]    0.0    0.00    0.00       2         tile const* std::__miter_base<tile const*>(tile const*) [392]
-----------------------------------------------
                0.00    0.00       2/2           tile* std::__copy_move_a<false, tile const*, tile*>(tile const*, tile const*, tile*) [167]
[393]    0.0    0.00    0.00       2         tile const* std::__niter_base<tile const*>(tile const*) [393]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<tile, std::allocator<tile> >::vector(std::initializer_list<tile>, std::allocator<tile> const&) [165]
[394]    0.0    0.00    0.00       1         std::initializer_list<tile>::end() const [394]
                0.00    0.00       1/2           std::initializer_list<tile>::begin() const [390]
                0.00    0.00       1/1           std::initializer_list<tile>::size() const [395]
-----------------------------------------------
                0.00    0.00       1/1           std::initializer_list<tile>::end() const [394]
[395]    0.0    0.00    0.00       1         std::initializer_list<tile>::size() const [395]
-----------------------------------------------
                0.00    0.00       1/1           void std::vector<tile, std::allocator<tile> >::_M_range_initialize<tile const*>(tile const*, tile const*, std::forward_iterator_tag) [166]
[396]    0.0    0.00    0.00       1         tile* std::__uninitialized_copy<true>::__uninit_copy<tile const*, tile*>(tile const*, tile const*, tile*) [396]
-----------------------------------------------
                0.00    0.00       1/1           void std::vector<tile, std::allocator<tile> >::_M_range_initialize<tile const*>(tile const*, tile const*, std::forward_iterator_tag) [166]
[397]    0.0    0.00    0.00       1         std::iterator_traits<tile const*>::difference_type std::__distance<tile const*>(tile const*, tile const*, std::random_access_iterator_tag) [397]
-----------------------------------------------
                0.00    0.00       1/1           void std::vector<tile, std::allocator<tile> >::_M_range_initialize<tile const*>(tile const*, tile const*, std::forward_iterator_tag) [166]
[398]    0.0    0.00    0.00       1         tile* std::uninitialized_copy<tile const*, tile*>(tile const*, tile const*, tile*) [398]
-----------------------------------------------
                0.00    0.00       1/1           void std::vector<tile, std::allocator<tile> >::_M_range_initialize<tile const*>(tile const*, tile const*, std::forward_iterator_tag) [166]
[399]    0.0    0.00    0.00       1         tile* std::__uninitialized_copy_a<tile const*, tile*, tile>(tile const*, tile const*, tile*, std::allocator<tile>&) [399]
-----------------------------------------------
                0.00    0.00       1/1           void std::vector<tile, std::allocator<tile> >::_M_range_initialize<tile const*>(tile const*, tile const*, std::forward_iterator_tag) [166]
[400]    0.0    0.00    0.00       1         tile* std::copy<tile const*, tile*>(tile const*, tile const*, tile*) [400]
                0.00    0.00       2/2           tile const* std::__miter_base<tile const*>(tile const*) [392]
-----------------------------------------------
                0.00    0.00       1/1           void std::vector<tile, std::allocator<tile> >::_M_range_initialize<tile const*>(tile const*, tile const*, std::forward_iterator_tag) [166]
[401]    0.0    0.00    0.00       1         std::iterator_traits<tile const*>::difference_type std::distance<tile const*>(tile const*, tile const*) [401]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012-2022 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

 [122] dictToHash(char**, int) [65] std::_Vector_base<tile, std::allocator<tile> >::_Vector_impl::_Vector_impl() [70] std::vector<std::vector<tile, std::allocator<tile> >, std::allocator<std::vector<tile, std::allocator<tile> > > >::_M_default_initialize(unsigned long)
 [355] scoreToGem(float)     [223] std::_Vector_base<tile, std::allocator<tile> >::_Vector_impl::_Vector_impl(std::_Vector_base<tile, std::allocator<tile> >::_Vector_impl&&) [157] std::vector<std::vector<tile, std::allocator<tile> >, std::allocator<std::vector<tile, std::allocator<tile> > > >::vector(unsigned long, std::allocator<std::vector<tile, std::allocator<tile> > > const&)
 [127] tilesToWord[abi:cxx11](std::vector<tile, std::allocator<tile> > const&) [104] std::_Vector_base<tile, std::allocator<tile> >::_Vector_impl::_Vector_impl(std::allocator<tile> const&) [49] std::vector<std::vector<tile, std::allocator<tile> >, std::allocator<std::vector<tile, std::allocator<tile> > > >::~vector()
   [5] wordToTiles(std::vector<tile, std::allocator<tile> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [50] std::_Vector_base<tile, std::allocator<tile> >::_Vector_impl::~_Vector_impl() [189] std::vector<std::vector<tile, std::allocator<tile> >, std::allocator<std::vector<tile, std::allocator<tile> > > >::operator[](unsigned long)
  [17] evaluateWord(std::vector<tile, std::allocator<tile> > const&, int*, float) [59] std::_Vector_base<tile, std::allocator<tile> >::_M_deallocate(tile*, unsigned long) [368] std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long)
 [206] letterToPrime(char)    [54] std::_Vector_base<tile, std::allocator<tile> >::_M_create_storage(unsigned long) [369] std::vector<bool, std::allocator<bool> >::_M_initialize_value(bool)
  [76] removeLetters(std::vector<tile, std::allocator<tile> > const&, std::vector<tile, std::allocator<tile> > const&) [61] std::_Vector_base<tile, std::allocator<tile> >::_Vector_impl_data::_M_copy_data(std::_Vector_base<tile, std::allocator<tile> >::_Vector_impl_data const&) [218] std::vector<bool, std::allocator<bool> >::begin()
 [240] wordToProduct(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [22] std::_Vector_base<tile, std::allocator<tile> >::_Vector_impl_data::_M_swap_data(std::_Vector_base<tile, std::allocator<tile> >::_Vector_impl_data&) [370] std::vector<bool, std::allocator<bool> >::vector(unsigned long, bool const&, std::allocator<bool> const&)
  [57] rackGeneration(std::vector<tile, std::allocator<tile> > const&, char) [224] std::_Vector_base<tile, std::allocator<tile> >::_Vector_impl_data::_Vector_impl_data(std::_Vector_base<tile, std::allocator<tile> >::_Vector_impl_data&&) [371] std::vector<bool, std::allocator<bool> >::~vector()
 [235] tileToPriority(char)  [174] std::_Vector_base<tile, std::allocator<tile> >::_Vector_impl_data::_Vector_impl_data() [219] std::vector<bool, std::allocator<bool> >::operator[](unsigned long)
   [3] bestSubanagrams(std::vector<tile, std::allocator<tile> > const&, int*, float, int, char**, __int128*, int, int*, bool) [58] std::_Vector_base<tile, std::allocator<tile> >::_M_get_Tp_allocator() [92] void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag)
   [4] findSubanagrams(std::vector<tile, std::allocator<tile> > const&, char**, __int128*, int, int*) [193] std::_Vector_base<tile, std::allocator<tile> >::_Vector_base(std::allocator<tile> const&) [93] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&)
   [2] monteCarloSearch(std::vector<tile, std::allocator<tile> > const&, int*, float, int, int, int, char**, __int128*, int, int*, bool) [33] std::_Vector_base<tile, std::allocator<tile> >::_Vector_base(unsigned long, std::allocator<tile> const&) [391] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(unsigned long, char, std::allocator<char> const&)
  [23] evaluateEquivalentLength(std::vector<tile, std::allocator<tile> > const&, int*, float*) [188] std::_Vector_base<tile, std::allocator<tile> >::_Vector_base() [159] void std::_Construct<tile>(tile*)
 [201] _max(int, int)        [225] std::_Vector_base<tile, std::allocator<tile> >::_Vector_base(std::_Vector_base<tile, std::allocator<tile> >&&) [143] void std::_Construct<wordScore>(wordScore*)
 [200] _min(int, int)         [24] std::_Vector_base<tile, std::allocator<tile> >::~_Vector_base() [115] void std::_Construct<std::vector<tile, std::allocator<tile> >>(std::vector<tile, std::allocator<tile> >*)
  [94] _ceil(float)          [315] std::_Vector_base<wordScore, std::allocator<wordScore> >::_M_allocate(unsigned long) [151] std::iterator_traits<__gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > > >::difference_type std::__distance<__gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > > >(__gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >, __gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >, std::random_access_iterator_tag)
 [161] addQU(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [316] std::_Vector_base<wordScore, std::allocator<wordScore> >::_Vector_impl::_Vector_impl(std::allocator<wordScore> const&) [397] std::iterator_traits<tile const*>::difference_type std::__distance<tile const*>(tile const*, tile const*, std::random_access_iterator_tag)
 [107] count(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char) [317] std::_Vector_base<wordScore, std::allocator<wordScore> >::_Vector_impl::~_Vector_impl() [198] std::iterator_traits<char const*>::difference_type std::__distance<char const*>(char const*, char const*, std::random_access_iterator_tag)
 [202] _round(float)         [318] std::_Vector_base<wordScore, std::allocator<wordScore> >::_M_deallocate(wordScore*, unsigned long) [372] tile* std::__fill_n_a<tile*, unsigned long, tile>(tile*, unsigned long, tile const&, std::random_access_iterator_tag)
  [63] gemBoost(char)        [319] std::_Vector_base<wordScore, std::allocator<wordScore> >::_M_create_storage(unsigned long) [373] tile* std::__addressof<tile>(tile&)
 [103] readWords(char const*, int*) [320] std::_Vector_base<wordScore, std::allocator<wordScore> >::_Vector_impl_data::_Vector_impl_data() [245] wordScore* std::__addressof<wordScore>(wordScore&)
  [83] __gnu_cxx::new_allocator<tile>::deallocate(tile*, unsigned long) [289] std::_Vector_base<wordScore, std::allocator<wordScore> >::_M_get_Tp_allocator() [180] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__addressof<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&)
  [34] __gnu_cxx::new_allocator<tile>::allocate(unsigned long, void const*) [321] std::_Vector_base<wordScore, std::allocator<wordScore> >::_Vector_base(unsigned long, std::allocator<wordScore> const&) [190] std::vector<tile, std::allocator<tile> >* std::__addressof<std::vector<tile, std::allocator<tile> > >(std::vector<tile, std::allocator<tile> >&)
  [25] void __gnu_cxx::new_allocator<tile>::construct<tile, tile const&>(tile*, tile const&) [322] std::_Vector_base<wordScore, std::allocator<wordScore> >::~_Vector_base() [290] unsigned long* std::__addressof<unsigned long>(unsigned long&)
 [305] __gnu_cxx::new_allocator<wordScore>::deallocate(wordScore*, unsigned long) [272] std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_allocate(unsigned long) [291] __gnu_cxx::__normal_iterator<tile*, std::vector<tile, std::allocator<tile> > > std::__miter_base<__gnu_cxx::__normal_iterator<tile*, std::vector<tile, std::allocator<tile> > > >(__gnu_cxx::__normal_iterator<tile*, std::vector<tile, std::allocator<tile> > >)
 [306] __gnu_cxx::new_allocator<wordScore>::allocate(unsigned long, void const*) [323] std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_impl::_Vector_impl() [300] __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > > std::__miter_base<__gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > > >(__gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >)
 [269] __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::deallocate(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long) [324] std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_impl::~_Vector_impl() [179] __gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > > std::__miter_base<__gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > > >(__gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >)
 [191] void __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [267] std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_deallocate(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long) [383] tile* std::__miter_base<tile*>(tile*)
 [270] __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::allocate(unsigned long, void const*) [325] std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_impl_data::_Vector_impl_data() [392] tile const* std::__miter_base<tile const*>(tile const*)
  [71] void __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [247] std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_get_Tp_allocator() [19] tile* std::__niter_base<tile*>(tile*)
 [307] __gnu_cxx::new_allocator<std::vector<tile, std::allocator<tile> > >::deallocate(std::vector<tile, std::allocator<tile> >*, unsigned long) [326] std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_base() [148] tile* std::__niter_base<tile*, std::vector<tile, std::allocator<tile> > >(__gnu_cxx::__normal_iterator<tile*, std::vector<tile, std::allocator<tile> > >)
 [308] __gnu_cxx::new_allocator<std::vector<tile, std::allocator<tile> > >::allocate(unsigned long, void const*) [327] std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~_Vector_base() [135] wordScore* std::__niter_base<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >(__gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >)
 [356] __gnu_cxx::new_allocator<unsigned long>::deallocate(unsigned long*, unsigned long) [328] std::_Vector_base<std::vector<tile, std::allocator<tile> >, std::allocator<std::vector<tile, std::allocator<tile> > > >::_M_allocate(unsigned long) [393] tile const* std::__niter_base<tile const*>(tile const*)
 [357] __gnu_cxx::new_allocator<unsigned long>::allocate(unsigned long, void const*) [329] std::_Vector_base<std::vector<tile, std::allocator<tile> >, std::allocator<std::vector<tile, std::allocator<tile> > > >::_Vector_impl::_Vector_impl(std::allocator<std::vector<tile, std::allocator<tile> > > const&) [67] tile const* std::__niter_base<tile const*, std::vector<tile, std::allocator<tile> > >(__gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >)
  [39] __gnu_cxx::__alloc_traits<std::allocator<tile>, tile>::_S_select_on_copy(std::allocator<tile> const&) [330] std::_Vector_base<std::vector<tile, std::allocator<tile> >, std::allocator<std::vector<tile, std::allocator<tile> > > >::_Vector_impl::~_Vector_impl() [234] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__niter_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*)
 [255] __gnu_cxx::__alloc_traits<std::allocator<tile>, tile>::_S_propagate_on_copy_assign() [331] std::_Vector_base<std::vector<tile, std::allocator<tile> >, std::allocator<std::vector<tile, std::allocator<tile> > > >::_M_deallocate(std::vector<tile, std::allocator<tile> >*, unsigned long) [145] __gnu_cxx::__normal_iterator<tile*, std::vector<tile, std::allocator<tile> > > std::__niter_wrap<__gnu_cxx::__normal_iterator<tile*, std::vector<tile, std::allocator<tile> > >, tile*>(__gnu_cxx::__normal_iterator<tile*, std::vector<tile, std::allocator<tile> > >, tile*)
 [196] bool __gnu_cxx::__is_null_pointer<char const>(char const*) [332] std::_Vector_base<std::vector<tile, std::allocator<tile> >, std::allocator<std::vector<tile, std::allocator<tile> > > >::_M_create_storage(unsigned long) [146] __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > > std::__niter_wrap<__gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, wordScore*>(__gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, wordScore*)
  [79] __gnu_cxx::__normal_iterator<tile*, std::vector<tile, std::allocator<tile> > >::__normal_iterator(tile* const&) [333] std::_Vector_base<std::vector<tile, std::allocator<tile> >, std::allocator<std::vector<tile, std::allocator<tile> > > >::_Vector_impl_data::_Vector_impl_data() [184] tile* std::__niter_wrap<tile*>(tile* const&, tile*)
 [261] __gnu_cxx::__normal_iterator<tile*, std::vector<tile, std::allocator<tile> > >::operator--() [294] std::_Vector_base<std::vector<tile, std::allocator<tile> >, std::allocator<std::vector<tile, std::allocator<tile> > > >::_M_get_Tp_allocator() [11] tile* std::__relocate_a<tile*, tile*, std::allocator<tile> >(tile*, tile*, tile*, std::allocator<tile>&)
 [259] __gnu_cxx::__normal_iterator<tile*, std::vector<tile, std::allocator<tile> > >::operator++() [334] std::_Vector_base<std::vector<tile, std::allocator<tile> >, std::allocator<std::vector<tile, std::allocator<tile> > > >::_Vector_base(unsigned long, std::allocator<std::vector<tile, std::allocator<tile> > > const&) [254] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__relocate_a<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&)
 [242] __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >::__normal_iterator(wordScore* const&) [335] std::_Vector_base<std::vector<tile, std::allocator<tile> >, std::allocator<std::vector<tile, std::allocator<tile> > > >::~_Vector_base() [137] __gnu_cxx::__normal_iterator<tile*, std::vector<tile, std::allocator<tile> > > std::__copy_move_a<false, __gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >, __gnu_cxx::__normal_iterator<tile*, std::vector<tile, std::allocator<tile> > > >(__gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >, __gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >, __gnu_cxx::__normal_iterator<tile*, std::vector<tile, std::allocator<tile> > >)
 [209] __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >::operator--() [211] std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [28] tile* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >, tile*>(__gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >, __gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >, tile*)
 [221] __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >::operator++() [288] std::_Bit_iterator::_Bit_iterator() [164] tile* std::__copy_move_a<false, tile*, tile*>(tile*, tile*, tile*)
  [62] __gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >::__normal_iterator(tile const* const&) [212] std::_Bit_iterator::operator+=(long) [167] tile* std::__copy_move_a<false, tile const*, tile*>(tile const*, tile const*, tile*)
